,ROBO_ID,OCCURRENCE,CODE,CONTENT,CLASS
2211,40,22.06.2022,E0898,???????? [JT2?],2.0
2212,40,23.07.2022,E0898,???????? [JT2?],2.0
2213,40,23.07.2022,E0898,Servo command stop [JT2Axis],2.0
2246,43,9.11.2021,E0898,Servo command stop [JT2Axis],2.0
2251,43,14.12.2021,E0898,Servo command stop [JT2Axis],2.0
2252,43,22.12.2021,E0898,Servo command stop [JT2Axis],2.0
2253,43,18.01.2022,E0898,Servo command stop [JT2Axis],2.0
2274,43,28.02.2022,E0898,Servo command stop [JT2Axis],2.0
2275,43,1.03.2022,E0898,Servo command stop [JT2Axis],2.0
2277,43,17.03.2022,E0898,Servo command stop [JT2Axis],2.0
2282,43,13.04.2022,E0898,Servo command stop [JT2Axis],2.0
2284,43,16.05.2022,E0898,Servo command stop [JT2Axis],2.0
2288,43,6.06.2022,E0898,Servo command stop [JT2Axis],2.0
2289,43,16.06.2022,E0898,Servo command stop [JT2Axis],2.0
2350,45,28.07.2021,E0898,Servo command stop [JT2Axis],2.0
2354,45,16.08.2021,E0898,Servo command stop [JT2Axis],2.0
2356,45,13.09.2021,E0898,Servo command stop [JT2Axis],2.0
2357,45,15.11.2021,E0898,Servo command stop [JT2Axis],2.0
2359,45,20.11.2021,E0898,Servo command stop [JT2Axis],2.0
2361,45,29.11.2021,E0898,Servo command stop [JT2Axis],2.0
2362,45,30.11.2021,E0898,Servo command stop [JT2Axis],2.0
2364,45,29.12.2021,E0898,Servo command stop [JT2Axis],2.0
2366,45,29.12.2021,E0898,???????? [JT2?],2.0
2368,45,13.01.2022,E0898,Servo command stop [JT2Axis],2.0
2370,45,13.01.2022,E0898,???????? [JT2?],2.0
2374,45,29.01.2022,E0898,Servo command stop [JT2Axis],2.0
2375,45,29.01.2022,E0898,???????? [JT2?],2.0
2376,45,5.02.2022,E0898,Servo command stop [JT2Axis],2.0
2378,45,5.02.2022,E0898,???????? [JT2?],2.0
2380,45,28.04.2022,E0898,Servo command stop [JT2Axis],2.0
2382,45,28.04.2022,E0898,???????? [JT2?],2.0
2384,45,12.05.2022,E0898,Servo command stop [JT2Axis],2.0
2386,45,12.05.2022,E0898,???????? [JT2?],2.0
2396,45,2.06.2022,E0898,???????? [JT2?],2.0
2398,45,2.06.2022,E0898,Servo command stop [JT2Axis],2.0
2402,45,25.06.2022,E0898,???????? [JT2?],2.0
2404,45,25.06.2022,E0898,Servo command stop [JT2Axis],2.0
2408,45,21.07.2022,E0898,???????? [JT2?],2.0
2409,45,21.07.2022,E0898,Servo command stop [JT2Axis],2.0
2416,46,9.09.2021,E0898,Servo command stop [JT2Axis],2.0
2434,46,7.10.2021,E0898,Servo command stop [JT2Axis],2.0
2439,46,12.10.2021,E0898,Servo command stop [JT2Axis],2.0
2440,46,13.10.2021,E0898,Servo command stop [JT2Axis],2.0
2441,46,15.10.2021,E0898,Servo command stop [JT2Axis],2.0
2442,46,18.10.2021,E0898,Servo command stop [JT2Axis],2.0
2444,46,22.10.2021,E0898,Servo command stop [JT2Axis],2.0
2447,46,23.10.2021,E0898,Servo command stop [JT2Axis],2.0
2452,46,26.10.2021,E0898,Servo command stop [JT2Axis],2.0
2458,46,13.12.2021,E0898,Servo command stop [JT2Axis],2.0
2460,46,14.12.2021,E0898,Servo command stop [JT2Axis],2.0
2462,46,20.12.2021,E0898,Servo command stop [JT2Axis],2.0
2465,46,22.12.2021,E0898,Servo command stop [JT2Axis],2.0
2467,46,7.01.2022,E0898,Servo command stop [JT2Axis],2.0
2469,46,12.01.2022,E0898,Servo command stop [JT2Axis],2.0
2471,46,13.01.2022,E0898,Servo command stop [JT2Axis],2.0
2473,46,18.01.2022,E0898,Servo command stop [JT2Axis],2.0
2474,46,24.01.2022,E0898,Servo command stop [JT2Axis],2.0
2481,46,31.01.2022,E0898,Servo command stop [JT2Axis],2.0
2485,46,1.02.2022,E0898,Servo command stop [JT2Axis],2.0
2489,46,10.02.2022,E0898,Servo command stop [JT2Axis],2.0
2491,46,11.02.2022,E0898,Servo command stop [JT2Axis],2.0
2493,46,14.02.2022,E0898,Servo command stop [JT2Axis],2.0
2497,46,23.02.2022,E0898,Servo command stop [JT2Axis],2.0
2499,46,2.03.2022,E0898,Servo command stop [JT2Axis],2.0
2501,46,4.03.2022,E0898,Servo command stop [JT2Axis],2.0
2582,46,24.03.2022,E0898,???????? [JT2?],2.0
2584,46,24.03.2022,E0898,Servo command stop [JT2Axis],2.0
2586,46,30.03.2022,E0898,???????? [JT2?],2.0
2588,46,30.03.2022,E0898,Servo command stop [JT2Axis],2.0
2590,46,1.04.2022,E0898,???????? [JT2?],2.0
2592,46,1.04.2022,E0898,Servo command stop [JT2Axis],2.0
2593,46,4.04.2022,E0898,???????? [JT2?],2.0
2594,46,4.04.2022,E0898,Servo command stop [JT2Axis],2.0
2595,46,6.04.2022,E0898,???????? [JT2?],2.0
2596,46,6.04.2022,E0898,Servo command stop [JT2Axis],2.0
2598,46,7.04.2022,E0898,???????? [JT2?],2.0
2600,46,7.04.2022,E0898,Servo command stop [JT2Axis],2.0
2602,46,13.04.2022,E0898,???????? [JT2?],2.0
2604,46,13.04.2022,E0898,Servo command stop [JT2Axis],2.0
2606,46,14.04.2022,E0898,???????? [JT2?],2.0
2608,46,14.04.2022,E0898,Servo command stop [JT2Axis],2.0
2610,46,18.04.2022,E0898,???????? [JT2?],2.0
2612,46,18.04.2022,E0898,Servo command stop [JT2Axis],2.0
2618,46,22.04.2022,E0898,Servo command stop [JT2Axis],2.0
2620,46,22.04.2022,E0898,???????? [JT2?],2.0
2621,46,28.04.2022,E0898,Servo command stop [JT2Axis],2.0
2622,46,28.04.2022,E0898,???????? [JT2?],2.0
2628,46,12.05.2022,E0898,Servo command stop [JT2Axis],2.0
2630,46,12.05.2022,E0898,???????? [JT2?],2.0
2632,46,2.06.2022,E0898,???????? [JT2?],2.0
2634,46,2.06.2022,E0898,Servo command stop [JT2Axis],2.0
2637,46,18.06.2022,E0898,???????? [JT2?],2.0
2638,46,18.06.2022,E0898,Servo command stop [JT2Axis],2.0
2642,46,22.06.2022,E0898,???????? [JT2?],2.0
2644,46,22.06.2022,E0898,Servo command stop [JT2Axis],2.0
2646,46,23.06.2022,E0898,???????? [JT2?],2.0
2648,46,23.06.2022,E0898,Servo command stop [JT2Axis],2.0
2649,46,2.07.2022,E0898,???????? [JT2?],2.0
2650,46,2.07.2022,E0898,Servo command stop [JT2Axis],2.0
2652,46,18.07.2022,E0898,???????? [JT2?],2.0
2654,46,18.07.2022,E0898,Servo command stop [JT2Axis],2.0
2658,46,26.07.2022,E0898,???????? [JT2?],2.0
2660,46,26.07.2022,E0898,Servo command stop [JT2Axis],2.0
2663,46,29.07.2022,E0898,???????? [JT2?],2.0
2664,46,29.07.2022,E0898,Servo command stop [JT2Axis],2.0
2694,47,17.12.2021,E0898,Servo command stop [JT2Axis],2.0
2793,50,27.09.2021,E0898,Servo command stop [JT2Axis],2.0
2807,50,19.06.2022,E0898,Servo command stop [JT2Axis],2.0
2825,51,27.09.2021,E0898,Servo command stop [JT2Axis],2.0
2842,52,12.07.2021,E0898,Servo command stop [JT2Axis],2.0
2885,54,26.06.2021,E0898,Servo command stop [JT2Axis],2.0
2886,54,29.06.2021,E0898,Servo command stop [JT2Axis],2.0
2887,54,2.07.2021,E0898,Servo command stop [JT2Axis],2.0
2888,54,3.07.2021,E0898,Servo command stop [JT2Axis],2.0
2898,54,14.09.2021,E0898,Servo command stop [JT2Axis],2.0
2901,54,24.11.2021,E0898,Servo command stop [JT2Axis],2.0
2902,54,24.11.2021,E0898,???????? [JT2?],2.0
2903,54,26.11.2021,E0898,Servo command stop [JT2Axis],2.0
2904,54,26.11.2021,E0898,???????? [JT2?],2.0
2905,54,3.12.2021,E0898,Servo command stop [JT2Axis],2.0
2906,54,3.12.2021,E0898,???????? [JT2?],2.0
2909,54,15.12.2021,E0898,Servo command stop [JT2Axis],2.0
2910,54,15.12.2021,E0898,???????? [JT2?],2.0
2913,54,6.01.2022,E0898,Servo command stop [JT2Axis],2.0
2914,54,6.01.2022,E0898,???????? [JT2?],2.0
2921,54,19.03.2022,E0898,???????? [JT2?],2.0
2922,54,19.03.2022,E0898,Servo command stop [JT2Axis],2.0
2923,54,22.03.2022,E0898,???????? [JT2?],2.0
2924,54,22.03.2022,E0898,Servo command stop [JT2Axis],2.0
2925,54,5.04.2022,E0898,???????? [JT2?],2.0
2926,54,5.04.2022,E0898,Servo command stop [JT2Axis],2.0
2929,54,3.06.2022,E0898,???????? [JT2?],2.0
2930,54,3.06.2022,E0898,Servo command stop [JT2Axis],2.0
3705,92,3.02.2021,E0898,Servo command stop [JT2Axis],2.0
3706,92,27.02.2021,E0898,Servo command stop [JT2Axis],2.0
3707,92,13.03.2021,E0898,Servo command stop [JT2Axis],2.0
3709,92,7.04.2021,E0898,Servo command stop [JT2Axis],2.0
3713,92,4.03.2022,E0898,Servo command stop [JT2Axis],2.0
3714,92,1.04.2022,E0898,Servo command stop [JT2Axis],2.0
3733,92,7.06.2022,E0898,Servo command stop [JT2Axis],2.0
3828,104,8.07.2021,E0898,Servo command stop [JT2Axis],2.0
3830,104,10.07.2021,E0898,Servo command stop [JT2Axis],2.0
3831,104,28.07.2021,E0898,Servo command stop [JT2Axis],2.0
3837,104,13.09.2021,E0898,Servo command stop [JT2Axis],2.0
3838,104,14.09.2021,E0898,Servo command stop [JT2Axis],2.0
3839,104,3.11.2021,E0898,Servo command stop [JT2Axis],2.0
3840,104,4.11.2021,E0898,Servo command stop [JT2Axis],2.0
3841,104,17.11.2021,E0898,Servo command stop [JT2Axis],2.0
3843,104,12.01.2022,E0898,Servo command stop [JT2Axis],2.0
3844,104,18.01.2022,E0898,Servo command stop [JT2Axis],2.0
3847,104,1.04.2022,E0898,Servo command stop [JT2Axis],2.0
3848,104,3.06.2022,E0898,Servo command stop [JT2Axis],2.0
3849,104,6.06.2022,E0898,Servo command stop [JT2Axis],2.0
3852,105,27.10.2021,E0898,Servo command stop [JT2Axis],2.0
3853,105,5.11.2021,E0898,Servo command stop [JT2Axis],2.0
3854,105,6.11.2021,E0898,Servo command stop [JT2Axis],2.0
3856,105,2.02.2022,E0898,Servo command stop [JT2Axis],2.0
3857,105,8.02.2022,E0898,Servo command stop [JT2Axis],2.0
3858,105,23.02.2022,E0898,Servo command stop [JT2Axis],2.0
3859,105,2.04.2022,E0898,Servo command stop [JT2Axis],2.0
3861,105,25.05.2022,E0898,Servo command stop [JT2Axis],2.0
3862,106,16.10.2021,E0898,Servo command stop [JT2Axis],2.0
3863,106,11.11.2021,E0898,Servo command stop [JT2Axis],2.0
3864,106,19.11.2021,E0898,Servo command stop [JT2Axis],2.0
3865,106,21.11.2021,E0898,Servo command stop [JT2Axis],2.0
3866,106,23.11.2021,E0898,Servo command stop [JT2Axis],2.0
3867,106,9.12.2021,E0898,Servo command stop [JT2Axis],2.0
3868,106,18.12.2021,E0898,Servo command stop [JT2Axis],2.0
3869,106,24.12.2021,E0898,Servo command stop [JT2Axis],2.0
3870,106,29.12.2021,E0898,Servo command stop [JT2Axis],2.0
3871,106,8.01.2022,E0898,Servo command stop [JT2Axis],2.0
3872,106,13.01.2022,E0898,Servo command stop [JT2Axis],2.0
3873,106,14.01.2022,E0898,Servo command stop [JT2Axis],2.0
3879,106,24.01.2022,E0898,Servo command stop [JT2Axis],2.0
3880,106,12.02.2022,E0898,Servo command stop [JT2Axis],2.0
3881,106,17.02.2022,E0898,Servo command stop [JT2Axis],2.0
3882,106,24.02.2022,E0898,Servo command stop [JT2Axis],2.0
3883,106,28.02.2022,E0898,Servo command stop [JT2Axis],2.0
3884,106,1.03.2022,E0898,Servo command stop [JT2Axis],2.0
3885,106,2.03.2022,E0898,Servo command stop [JT2Axis],2.0
3887,106,28.03.2022,E0898,Servo command stop [JT2Axis],2.0
3888,106,11.04.2022,E0898,Servo command stop [JT2Axis],2.0
3889,106,20.04.2022,E0898,Servo command stop [JT2Axis],2.0
3890,106,25.04.2022,E0898,Servo command stop [JT2Axis],2.0
3891,106,5.05.2022,E0898,Servo command stop [JT2Axis],2.0
3892,106,11.05.2022,E0898,Servo command stop [JT2Axis],2.0
3894,106,27.05.2022,E0898,Servo command stop [JT2Axis],2.0
3895,106,7.06.2022,E0898,Servo command stop [JT2Axis],2.0
3896,106,11.06.2022,E0898,Servo command stop [JT2Axis],2.0
3897,106,23.06.2022,E0898,Servo command stop [JT2Axis],2.0
3898,106,24.06.2022,E0898,Servo command stop [JT2Axis],2.0
3899,106,28.06.2022,E0898,Servo command stop [JT2Axis],2.0
3900,106,2.07.2022,E0898,Servo command stop [JT2Axis],2.0
3901,106,13.07.2022,E0898,Servo command stop [JT2Axis],2.0
3904,106,19.07.2022,E0898,Servo command stop [JT2Axis],2.0
3905,106,25.07.2022,E0898,Servo command stop [JT2Axis],2.0
3906,106,27.07.2022,E0898,Servo command stop [JT2Axis],2.0
3907,106,29.07.2022,E0898,Servo command stop [JT2Axis],2.0
4359,112,6.07.2021,E0898,Servo command stop [JT2Axis],2.0
4363,112,16.10.2021,E0898,Servo command stop [JT2Axis],2.0
4364,112,3.11.2021,E0898,Servo command stop [JT2Axis],2.0
4365,112,5.11.2021,E0898,Servo command stop [JT2Axis],2.0
4367,112,1.12.2021,E0898,Servo command stop [JT2Axis],2.0
4368,112,2.02.2022,E0898,Servo command stop [JT2Axis],2.0
4373,112,23.06.2022,E0898,Servo command stop [JT2Axis],2.0
4525,122,13.01.2022,E0898,Servo command stop [JT2Axis],2.0
6309,147,19.12.2021,E0898,Servo command stop [JT2Axis],2.0
6310,147,21.12.2021,E0898,Servo command stop [JT2Axis],2.0
6311,149,5.03.2021,E0898,Servo command stop [JT2Axis],2.0
6312,149,8.04.2021,E0898,Servo command stop [JT2Axis],2.0
6313,149,13.04.2021,E0898,Servo command stop [JT2Axis],2.0
6315,149,15.06.2021,E0898,Servo command stop [JT2Axis],2.0
6316,149,12.07.2021,E0898,Servo command stop [JT2Axis],2.0
6317,149,16.07.2021,E0898,Servo command stop [JT2Axis],2.0
6319,149,8.10.2021,E0898,Servo command stop [JT2Axis],2.0
6320,149,10.11.2021,E0898,Servo command stop [JT2Axis],2.0
6321,149,19.12.2021,E0898,Servo command stop [JT2Axis],2.0
6322,149,21.02.2022,E0898,Servo command stop [JT2Axis],2.0
6329,150,9.01.2022,E0898,Servo command stop [JT2Axis],2.0
6330,151,2.07.2021,E0898,Servo command stop [JT2Axis],2.0
6334,151,15.11.2021,E0898,Servo command stop [JT2Axis],2.0
6335,151,6.01.2022,E0898,Servo command stop [JT2Axis],2.0
8516,184,14.09.2021,E0898,Servo command stop [JT2Axis],2.0
8517,184,14.09.2021,E0898,???????? [JT2?],2.0
8518,184,9.11.2021,E0898,Servo command stop [JT2Axis],2.0
8519,184,9.11.2021,E0898,???????? [JT2?],2.0
9983,212,16.02.2022,E0898,Servo command stop [JT2Axis],2.0
10213,225,24.02.2021,E0898,Servo command stop [JT2Axis],2.0
10214,225,28.07.2021,E0898,Servo command stop [JT2Axis],2.0
10226,227,7.10.2021,E0898,Servo command stop [JT2Axis],2.0
10230,232,22.02.2021,E0898,Servo command stop [JT2Axis],2.0
10234,232,24.11.2021,E0898,Servo command stop [JT2Axis],2.0
10235,232,29.11.2021,E0898,Servo command stop [JT2Axis],2.0
10236,232,25.04.2022,E0898,Servo command stop [JT2Axis],2.0
10237,232,24.05.2022,E0898,Servo command stop [JT2Axis],2.0
10251,236,18.09.2021,E0898,Servo command stop [JT2Axis],2.0
11476,277,12.01.2021,E0898,Servo command stop [JT2Axis],2.0
11477,277,17.01.2021,E0898,Servo command stop [JT2Axis],2.0
11478,277,5.03.2021,E0898,Servo command stop [JT2Axis],2.0
11479,277,6.04.2021,E0898,Servo command stop [JT2Axis],2.0
11480,277,26.04.2021,E0898,Servo command stop [JT2Axis],2.0
11481,277,4.05.2021,E0898,Servo command stop [JT2Axis],2.0
11482,277,5.05.2021,E0898,Servo command stop [JT2Axis],2.0
11483,277,6.05.2021,E0898,Servo command stop [JT2Axis],2.0
11484,277,20.05.2021,E0898,Servo command stop [JT2Axis],2.0
11494,277,28.06.2021,E0898,Servo command stop [JT2Axis],2.0
11495,277,29.06.2021,E0898,Servo command stop [JT2Axis],2.0
11496,277,30.06.2021,E0898,Servo command stop [JT2Axis],2.0
11497,277,30.07.2021,E0898,Servo command stop [JT2Axis],2.0
11498,277,19.08.2021,E0898,Servo command stop [JT2Axis],2.0
11499,277,13.09.2021,E0898,Servo command stop [JT2Axis],2.0
11500,277,2.10.2021,E0898,Servo command stop [JT2Axis],2.0
11501,277,6.10.2021,E0898,Servo command stop [JT2Axis],2.0
11502,277,8.10.2021,E0898,Servo command stop [JT2Axis],2.0
11508,277,23.10.2021,E0898,Servo command stop [JT2Axis],2.0
11509,277,26.10.2021,E0898,Servo command stop [JT2Axis],2.0
11510,277,28.10.2021,E0898,Servo command stop [JT2Axis],2.0
11511,277,3.11.2021,E0898,Servo command stop [JT2Axis],2.0
11514,277,17.11.2021,E0898,Servo command stop [JT2Axis],2.0
11524,277,23.02.2022,E0898,Servo command stop [JT2Axis],2.0
11540,277,25.03.2022,E0898,Servo command stop [JT2Axis],2.0
11564,277,10.05.2022,E0898,Servo command stop [JT2Axis],2.0
11581,277,26.05.2022,E0898,Servo command stop [JT2Axis],2.0
11582,277,27.05.2022,E0898,Servo command stop [JT2Axis],2.0
11583,277,27.06.2022,E0898,Servo command stop [JT2Axis],2.0
11611,280,27.05.2021,E0898,Servo command stop [JT2Axis],2.0
11613,280,6.07.2021,E0898,Servo command stop [JT2Axis],2.0
11614,280,19.08.2021,E0898,Servo command stop [JT2Axis],2.0
11615,280,9.09.2021,E0898,Servo command stop [JT2Axis],2.0
11616,280,13.09.2021,E0898,Servo command stop [JT2Axis],2.0
11617,280,15.09.2021,E0898,Servo command stop [JT2Axis],2.0
11618,280,21.09.2021,E0898,Servo command stop [JT2Axis],2.0
11619,280,6.10.2021,E0898,Servo command stop [JT2Axis],2.0
11627,280,23.10.2021,E0898,Servo command stop [JT2Axis],2.0
11628,280,3.11.2021,E0898,Servo command stop [JT2Axis],2.0
11629,280,8.11.2021,E0898,Servo command stop [JT2Axis],2.0
11630,280,13.11.2021,E0898,Servo command stop [JT2Axis],2.0
11631,280,24.11.2021,E0898,Servo command stop [JT2Axis],2.0
11632,280,11.12.2021,E0898,Servo command stop [JT2Axis],2.0
11633,280,9.02.2022,E0898,Servo command stop [JT2Axis],2.0
11641,280,16.02.2022,E0898,Servo command stop [JT2Axis],2.0
11642,280,21.02.2022,E0898,Servo command stop [JT2Axis],2.0
11650,280,4.04.2022,E0898,Servo command stop [JT2Axis],2.0
11658,280,25.04.2022,E0898,Servo command stop [JT2Axis],2.0
11672,281,26.12.2020,E0898,Servo command stop [JT2Axis],2.0
11673,281,20.01.2021,E0898,Servo command stop [JT2Axis],2.0
11681,281,9.02.2021,E0898,Servo command stop [JT2Axis],2.0
11683,281,23.02.2021,E0898,Servo command stop [JT2Axis],2.0
11684,281,19.03.2021,E0898,Servo command stop [JT2Axis],2.0
11686,281,10.04.2021,E0898,Servo command stop [JT2Axis],2.0
11687,281,30.04.2021,E0898,Servo command stop [JT2Axis],2.0
11688,281,7.05.2021,E0898,Servo command stop [JT2Axis],2.0
11689,281,30.07.2021,E0898,Servo command stop [JT2Axis],2.0
11690,281,21.09.2021,E0898,Servo command stop [JT2Axis],2.0
11691,281,24.09.2021,E0898,Servo command stop [JT2Axis],2.0
11692,281,29.09.2021,E0898,Servo command stop [JT2Axis],2.0
11693,281,13.10.2021,E0898,Servo command stop [JT2Axis],2.0
11694,281,18.10.2021,E0898,Servo command stop [JT2Axis],2.0
11696,281,31.10.2021,E0898,Servo command stop [JT2Axis],2.0
11698,281,3.11.2021,E0898,Servo command stop [JT2Axis],2.0
11699,281,15.11.2021,E0898,Servo command stop [JT2Axis],2.0
11700,281,16.11.2021,E0898,Servo command stop [JT2Axis],2.0
11701,281,17.11.2021,E0898,Servo command stop [JT2Axis],2.0
11702,281,27.01.2022,E0898,Servo command stop [JT2Axis],2.0
11703,281,18.02.2022,E0898,Servo command stop [JT2Axis],2.0
11704,281,16.03.2022,E0898,Servo command stop [JT2Axis],2.0
11705,281,31.03.2022,E0898,Servo command stop [JT2Axis],2.0
11706,281,7.04.2022,E0898,Servo command stop [JT2Axis],2.0
11707,281,11.05.2022,E0898,Servo command stop [JT2Axis],2.0
11711,281,23.05.2022,E0898,Servo command stop [JT2Axis],2.0
11712,281,24.05.2022,E0898,Servo command stop [JT2Axis],2.0
11713,281,7.06.2022,E0898,Servo command stop [JT2Axis],2.0
11714,281,17.06.2022,E0898,Servo command stop [JT2Axis],2.0
11715,281,21.06.2022,E0898,Servo command stop [JT2Axis],2.0
11716,281,19.07.2022,E0898,Servo command stop [JT2Axis],2.0
11719,282,30.04.2021,E0898,Servo command stop [JT2Axis],2.0
11720,282,6.10.2021,E0898,Servo command stop [JT2Axis],2.0
12342,295,16.09.2021,E0898,Servo command stop [JT2Axis],2.0
12343,295,21.09.2021,E0898,Servo command stop [JT2Axis],2.0
12344,295,23.09.2021,E0898,Servo command stop [JT2Axis],2.0
12345,295,30.09.2021,E0898,Servo command stop [JT2Axis],2.0
12346,295,7.10.2021,E0898,Servo command stop [JT2Axis],2.0
12347,295,19.10.2021,E0898,Servo command stop [JT2Axis],2.0
12348,295,1.03.2022,E0898,Servo command stop [JT2Axis],2.0
12349,295,3.03.2022,E0898,Servo command stop [JT2Axis],2.0
12350,295,26.03.2022,E0898,Servo command stop [JT2Axis],2.0
12353,295,22.06.2022,E0898,Servo command stop [JT2Axis],2.0
12354,295,25.06.2022,E0898,Servo command stop [JT2Axis],2.0
12355,295,28.06.2022,E0898,Servo command stop [JT2Axis],2.0
12486,297,3.02.2022,E0898,Servo command stop [JT2Axis],2.0
12592,301,28.12.2020,E0898,Servo command stop [JT2Axis],2.0
12593,301,8.02.2021,E0898,Servo command stop [JT2Axis],2.0
12594,301,20.02.2021,E0898,Servo command stop [JT2Axis],2.0
12595,301,29.03.2021,E0898,Servo command stop [JT2Axis],2.0
12596,301,13.04.2021,E0898,Servo command stop [JT2Axis],2.0
12597,301,24.05.2021,E0898,Servo command stop [JT2Axis],2.0
12598,301,27.05.2021,E0898,Servo command stop [JT2Axis],2.0
12600,301,16.08.2021,E0898,Servo command stop [JT2Axis],2.0
12601,301,13.09.2021,E0898,Servo command stop [JT2Axis],2.0
12602,301,1.10.2021,E0898,Servo command stop [JT2Axis],2.0
12612,301,16.10.2021,E0898,Servo command stop [JT2Axis],2.0
12614,301,25.02.2022,E0898,Servo command stop [JT2Axis],2.0
12615,301,26.02.2022,E0898,Servo command stop [JT2Axis],2.0
12617,301,1.04.2022,E0898,Servo command stop [JT2Axis],2.0
12618,301,2.04.2022,E0898,Servo command stop [JT2Axis],2.0
12619,301,8.04.2022,E0898,Servo command stop [JT2Axis],2.0
12620,301,9.04.2022,E0898,Servo command stop [JT2Axis],2.0
12626,302,12.09.2020,E0898,Servo command stop [JT2Axis],2.0
12632,302,5.01.2021,E0898,Servo command stop [JT2Axis],2.0
12635,302,20.02.2021,E0898,Servo command stop [JT2Axis],2.0
12640,302,17.03.2021,E0898,Servo command stop [JT2Axis],2.0
12641,302,12.04.2021,E0898,Servo command stop [JT2Axis],2.0
12643,302,26.05.2021,E0898,Servo command stop [JT2Axis],2.0
12644,302,2.06.2021,E0898,Servo command stop [JT2Axis],2.0
12653,302,31.07.2021,E0898,Servo command stop [JT2Axis],2.0
12660,302,2.10.2021,E0898,Servo command stop [JT2Axis],2.0
12663,302,3.12.2021,E0898,Servo command stop [JT2Axis],2.0
12669,302,12.02.2022,E0898,Servo command stop [JT2Axis],2.0
12670,302,28.02.2022,E0898,Servo command stop [JT2Axis],2.0
12674,302,13.04.2022,E0898,Servo command stop [JT2Axis],2.0
12680,302,24.05.2022,E0898,Servo command stop [JT2Axis],2.0
12682,302,10.06.2022,E0898,Servo command stop [JT2Axis],2.0
12696,302,16.07.2022,E0898,Servo command stop [JT2Axis],2.0
12699,302,25.07.2022,E0898,Servo command stop [JT2Axis],2.0
12810,307,12.07.2022,E0898,Servo command stop [JT2Axis],2.0
12822,308,25.10.2021,E0898,Servo command stop [JT2Axis],2.0
12850,309,27.05.2022,E0898,Servo command stop [JT2Axis],2.0
12852,310,5.03.2022,E0898,Servo command stop [JT2Axis],2.0
12853,310,17.03.2022,E0898,Servo command stop [JT2Axis],2.0
12854,310,29.03.2022,E0898,Servo command stop [JT2Axis],2.0
12857,310,16.04.2022,E0898,Servo command stop [JT2Axis],2.0
12861,310,3.06.2022,E0898,Servo command stop [JT2Axis],2.0
12862,310,7.06.2022,E0898,Servo command stop [JT2Axis],2.0
12863,310,8.06.2022,E0898,Servo command stop [JT2Axis],2.0
12864,310,13.06.2022,E0898,Servo command stop [JT2Axis],2.0
12867,311,2.02.2022,E0898,Servo command stop [JT2Axis],2.0
12907,312,21.09.2021,E0898,Servo command stop [JT2Axis],2.0
12911,312,2.11.2021,E0898,Servo command stop [JT2Axis],2.0
12912,312,4.11.2021,E0898,Servo command stop [JT2Axis],2.0
12913,312,19.11.2021,E0898,Servo command stop [JT2Axis],2.0
12914,312,23.11.2021,E0898,Servo command stop [JT2Axis],2.0
12915,312,9.12.2021,E0898,Servo command stop [JT2Axis],2.0
12916,312,16.02.2022,E0898,Servo command stop [JT2Axis],2.0
12917,312,18.02.2022,E0898,Servo command stop [JT2Axis],2.0
12920,312,23.02.2022,E0898,Servo command stop [JT2Axis],2.0
12921,312,25.02.2022,E0898,Servo command stop [JT2Axis],2.0
12922,312,16.03.2022,E0898,Servo command stop [JT2Axis],2.0
12924,312,5.04.2022,E0898,Servo command stop [JT2Axis],2.0
12925,312,15.04.2022,E0898,Servo command stop [JT2Axis],2.0
12926,312,26.04.2022,E0898,Servo command stop [JT2Axis],2.0
12927,312,5.05.2022,E0898,Servo command stop [JT2Axis],2.0
12939,312,27.05.2022,E0898,Servo command stop [JT2Axis],2.0
12940,312,28.05.2022,E0898,Servo command stop [JT2Axis],2.0
12944,312,29.06.2022,E0898,Servo command stop [JT2Axis],2.0
12951,312,29.07.2022,E0898,Servo command stop [JT2Axis],2.0
12952,313,10.04.2021,E0898,Servo command stop [JT2Axis],2.0
12953,313,16.04.2021,E0898,Servo command stop [JT2Axis],2.0
12976,313,6.05.2021,E0898,Servo command stop [JT2Axis],2.0
12977,313,16.05.2021,E0898,Servo command stop [JT2Axis],2.0
12978,313,3.06.2021,E0898,Servo command stop [JT2Axis],2.0
12986,313,4.06.2021,E0898,Servo command stop [JT2Axis],2.0
12987,313,22.06.2021,E0898,Servo command stop [JT2Axis],2.0
12988,313,6.07.2021,E0898,Servo command stop [JT2Axis],2.0
12989,313,12.07.2021,E0898,Servo command stop [JT2Axis],2.0
12990,313,27.07.2021,E0898,Servo command stop [JT2Axis],2.0
12991,313,28.07.2021,E0898,Servo command stop [JT2Axis],2.0
12992,313,6.09.2021,E0898,Servo command stop [JT2Axis],2.0
12993,313,7.09.2021,E0898,Servo command stop [JT2Axis],2.0
12994,313,15.09.2021,E0898,Servo command stop [JT2Axis],2.0
12995,313,16.09.2021,E0898,Servo command stop [JT2Axis],2.0
12997,313,24.09.2021,E0898,Servo command stop [JT2Axis],2.0
12998,313,6.10.2021,E0898,Servo command stop [JT2Axis],2.0
12999,313,9.10.2021,E0898,Servo command stop [JT2Axis],2.0
13001,313,18.10.2021,E0898,Servo command stop [JT2Axis],2.0
13002,313,19.11.2021,E0898,Servo command stop [JT2Axis],2.0
13003,313,2.12.2021,E0898,Servo command stop [JT2Axis],2.0
